occupation,count,corrected_occupation
Teacher (National),17
Timber Labourer,17
Tweed Finisher,17
Ware Room,17
Wash-Woman,17
Wheelright,17
Winder Factory,17
Wine Merchant Clerk,17
Wool Merchant,17
Wool Weaver and Farmer,17
Work at Home,17
Working in the Farm,17
Yarn Finisher,17
Yarn Winder in Factory,17
A Farm Labourer,16
A Religions,16
Agricultar Labourer,16
Always an Idiot,16
Annuitie,16
Apprentic,16
Apprentice Plasterer,16
Apprentice to Plumbing,16
Apprentice to Tailoring,16
Aprentice Carpenter,16
Aprentice Fitter,16
Art Teacher,16
Assistant Brother,16
Assistant Chemist,16
Assistant Grocers,16
Assistant Stationer,16
Assistant to Father,16
Assisting,16
Assists in House Keeping,16
At college,16
Bagmaker,16
Baker Employed,16
Bakers Assistant,16
Bakery Clerk,16
Basket-Maker,16
Beamer,16
Bill Porter,16
Blacksmith-Master,16
Blacksmiths Son,16
Boatbuilder,16
Book Agent,16
Book Maker,16
Boot Saleswoman,16
Boot and Shoe-Maker,16
Boots Domestic Servant,16
Boots in Hotel,16
Brass Polisher,16
Brewers Drayman,16
Brewery Messenger,16
Brick Layer Labourer,16
Business Man,16
Camberic Weaver,16
Caretaker's Son,16
Carpenter - Master,16
Carpenter Farmer,16
Carpenter Working,16
Carpenters,16
Carptener,16
Catch Boy,16
Catle Dealer,16
Child of Labourer,16
Child of Servant,16
Clerk Solicitors,16
Clerk to Co Council,16
Clerk-Commercial,16
Clothes Broker,16
Coach Man-Domestic Servant,16
Coast Guards Wife,16
Comission Agent,16
Commercial Clerk Timber Trade,16
Commercial Traveller (Drapery),16
Comml Traveller,16
Confectioner and Cook,16
Constable R. I. Constabulary,16
Constable's Wife,16
Cook General Servant,16
Corn Broker,16
Corporation Clerk,16
Crochet Weaver,16
Crocheter,16
Dairy man,16
Domestic Servant Waiter,16
Domestic Servnt,16
Domistic Servant,16
Domstic Servant,16
Draper and Milliner,16
Drapery Agent,16
Drapery Merchant,16
Dsk Weaver,16
Embroidery Worker,16
Employed on the Farm,16
Engine Fitter Works,16
Farm Labourer on his Fathers Farm,16
Farm Labs Wife,16
Farme Labourer,16
Farmer Daugt,16
Farmer Grand Son,16
Farmer J P,16
Farmer J.P.,16
Farmer Publican,16
Farmer Servant Domestic,16
Farmer Servent,16
Farmer and Builder,16
Farmer and Gardener,16
Farmer and Linen Weaver,16
Farmer and c,16
Farmer's Daugher,16
Farmer's Son's Wife,16
Farmer-Fisherman,16
Farmers Cousin,16
Farmers Dghtr,16
Farmers Wife Retired,16
Fever Nurse,16
Firesman,16
Footman Domestic,16
Foreman Carter,16
Form Servant,16
Gardener Labourer,16
Gas Meter Inspector,16
Gen Ser Domestic,16
General (Domestic) Servant,16
General Black Smith,16
General D. Servant,16
General Domestic-Servant,16
General Labourar,16
General Servant Dome,16
General-Domestic,16
General-Domestic Servt,16
Generl Servant,16
Genl. Domestic Servant,16
Genl. Servt Domestic,16
Genl. Servt-Domestic,16
Glass Bottle Maker,16
Grocer Asst,16
Grocer and General Merchant,16
Grocery Manager,16
Grocery and Provision,16
Hand Kerchief Folder,16
Herd and Labourer,16
Herd'sman,16
Herdsman's Daughter,16
Ho Keeper,16
Honourable,16
Horse-Shoer,16
Horsetrainer,16
House Attendant,16
House Ceeper,16
House Maid D S,16
House and Land Owner,16
House and Parlour Maid-Domestic Servant,16
Housekeepers,16
Houses,16
Income from Dividend,16
Income from Land Property,16
Income from Lands,16
Independant Means,16
Infirmarian Nun,16
Insurance Official,16
Justice of Peace,16
Kilnman,16
Labour-General,16
Labourer (Quay),16
Labourer Ag,16
Labourer Agri,16
Labourer Gen.,16
Labourer Milk Factory,16
Labourer in Gasworks,16
Labourer in Lime Works,16
Labourers Sister,16
Labouring Woman,16
Land Agent and Farmer,16
Land Clerk,16
Landeress,16
Laubourer,16
Limerick Lace Worker,16
Linen Carder,16
Linen Draper,16
Linen Thread Reeler,16
Linen Weaver Mill Worker,16
Linen Yarn Worker,16
Machenist in Shirt Factory,16
Market Gardiner,16
Masson,16
Mem of Teaching Religion Order,16
Member of Dublin Stock Exchange,16
Member of Loreto Abbey Dalkey,16
Member of Religious Order,16
Messenger in Brewery,16
Mill Clerk,16
Milliner Unemployed,16
Millright,16
Muslin Embroider,16
Navvy and Labourer,16
Newspaper Editor,16
No Proffesion,16
No Specified Occupation,16
None (Pauper),16
Nurse Midwife,16
Nurse. Domestic Servant,16
Occupied at Home,16
Officer,16
Operative Baker,16
Outdoor Relief,16
Overlooker,16
Painters Apprentice,16
Parlour-Maid,16
Pensioner Navy,16
Pensioner R I Consty,16
Postman Rural,16
Printer-Master,16
Printers Apprentice,16
Private Teacher,16
