literacy,count
Can read and write and c,NOT-PROCESSED
Can read and wrigte,NOT-PROCESSED
Cnt read nor write,NOT-PROCESSED
Rid rite,NOT-PROCESSED
Scholar infant,NOT-PROCESSED
Dont read and rite,NOT-PROCESSED
Read n rite,NOT-PROCESSED
Not ra not write,NOT-PROCESSED
Cant r and r,NOT-PROCESSED
Can't r and r,NOT-PROCESSED
Cannot raad write,NOT-PROCESSED
Ried and w,NOT-PROCESSED
Canot ried,NOT-PROCESSED
Cannot wred nor w,NOT-PROCESSED
Canot red c and,NOT-PROCESSED
Cannot Read and W,NOT-PROCESSED
Can read ony,NOT-PROCESSED
Scholars read only,NOT-PROCESSED
Canmot,NOT-PROCESSED
Irish and english,NOT-PROCESSED
Cantnot read and write,NOT-PROCESSED
llleterate,NOT-PROCESSED
Can reead wr,NOT-PROCESSED
Cannot read not read not write,NOT-PROCESSED
Graduate t c d,NOT-PROCESSED
Cannot read cant read nor write,NOT-PROCESSED
Not canot wright,NOT-PROCESSED
Colter,NOT-PROCESSED
Dosent read nor write,NOT-PROCESSED
Colar,NOT-PROCESSED
Cn read only,NOT-PROCESSED
Can rae,NOT-PROCESSED
Training,NOT-PROCESSED
Can riad and right,NOT-PROCESSED
Neither reade or write,NOT-PROCESSED
Not able to ?,NOT-PROCESSED
Not able to read ?,NOT-PROCESSED
Read richt,NOT-PROCESSED
Cannot r?,NOT-PROCESSED
Reed write scolar,NOT-PROCESSED
Nighter,NOT-PROCESSED
Cannnot,NOT-PROCESSED
Can redd or write,NOT-PROCESSED
Cannot r not write,NOT-PROCESSED
Cant write read only,NOT-PROCESSED
He cant read nor write,NOT-PROCESSED
She cant read nor write,NOT-PROCESSED
Cand read or write,NOT-PROCESSED
Cannot read and C,NOT-PROCESSED
Red ritt,NOT-PROCESSED
Cant read or wite,NOT-PROCESSED
Scholors,NOT-PROCESSED
Can reid and writ,NOT-PROCESSED
Read unemployed Flax Spinner,NOT-PROCESSED
Read about,NOT-PROCESSED
Realle rite,NOT-PROCESSED
Cannot r or wt,NOT-PROCESSED
R? and write,NOT-PROCESSED
R wite,NOT-PROCESSED
Both read and wte,NOT-PROCESSED
Can read print and write a little,NOT-PROCESSED
Clergyman,NOT-PROCESSED
Dublin Classical senot and Trinity college Dublin,NOT-PROCESSED
Read and w?rite,NOT-PROCESSED
Cant read or wrie,NOT-PROCESSED
Going to Scol,NOT-PROCESSED
Read write Yes Yes,NOT-PROCESSED
Can read an wrt,NOT-PROCESSED
Child can't read or write (child),NOT-PROCESSED
Wead and write,NOT-PROCESSED
Read writa,NOT-PROCESSED
Not read of right,NOT-PROCESSED
Can rite and rite,NOT-PROCESSED
Can re rite,NOT-PROCESSED
Can write not read,NOT-PROCESSED
Read and or rite,NOT-PROCESSED
NOT-PROCESSEDnd class army certificate,NOT-PROCESSED
Red and writle,NOT-PROCESSED
Read not wite,NOT-PROCESSED
Cand reed,NOT-PROCESSED
Middling,NOT-PROCESSED
Jert a little of both,NOT-PROCESSED
Cannot red and right,NOT-PROCESSED
Re an write,NOT-PROCESSED
Read or writh,NOT-PROCESSED
Cant either read or write,NOT-PROCESSED
Read write english,NOT-PROCESSED
Can red and w,NOT-PROCESSED
Neither Read and write,NOT-PROCESSED
Skin labourer,NOT-PROCESSED
Cannot can read write,NOT-PROCESSED
Can both read and w,NOT-PROCESSED
Canott read nor rite,NOT-PROCESSED
Cant not reed or write,NOT-PROCESSED
Can read in rite,NOT-PROCESSED
Coonnot read,NOT-PROCESSED
Writing,NOT-PROCESSED
Rad or rite,NOT-PROCESSED
Cant read and wrte,NOT-PROCESSED
Read andd write,NOT-PROCESSED
Cannot read and nor write,NOT-PROCESSED
Canot r and write,NOT-PROCESSED
Canot read neither,NOT-PROCESSED
Reed and wrgt,NOT-PROCESSED
Can r cannot w,NOT-PROCESSED
Can read and rt,NOT-PROCESSED
Can reed wr,NOT-PROCESSED
Not reade and write,NOT-PROCESSED
Cannot reed cannot write,NOT-PROCESSED
Cant read yet,NOT-PROCESSED
Caot wrd or write,NOT-PROCESSED
She can read can a write,NOT-PROCESSED
She cannot read write,NOT-PROCESSED
Reede and r,NOT-PROCESSED
Cann cannot,NOT-PROCESSED
Read and wi,NOT-PROCESSED
Ree write,NOT-PROCESSED
Cannot read are rite,NOT-PROCESSED
Can wite,NOT-PROCESSED
Cannt read or rite,NOT-PROCESSED
I read,NOT-PROCESSED
Complete,NOT-PROCESSED
Read write scolar,NOT-PROCESSED
Read cannot r w,NOT-PROCESSED
N read no w,NOT-PROCESSED
Cant reat or write,NOT-PROCESSED
Not read or only,NOT-PROCESSED
She can read and,NOT-PROCESSED
Teacher College Pre Ceptre,NOT-PROCESSED
Cath read and write,NOT-PROCESSED
Cainot read,NOT-PROCESSED
Con,NOT-PROCESSED
Not Read or write,NOT-PROCESSED
Can not reade or write,NOT-PROCESSED
Non read only,NOT-PROCESSED
Onely reed,NOT-PROCESSED
Read both writ,NOT-PROCESSED
Both writ,NOT-PROCESSED
Can not read w,NOT-PROCESSED
Governers Labourer,NOT-PROCESSED
Nethier,NOT-PROCESSED
Can trad,NOT-PROCESSED
Bygenning to read,NOT-PROCESSED
Canon read,NOT-PROCESSED
Read italian,NOT-PROCESSED
Neither reads or writes,NOT-PROCESSED
Cannot read he cant,NOT-PROCESSED
Raead and writie,NOT-PROCESSED
Red an wright,NOT-PROCESSED
Cannot r wrte,NOT-PROCESSED
Read r and r,NOT-PROCESSED
Cathol read,NOT-PROCESSED
Neiter read or write,NOT-PROCESSED
Byenning to read,NOT-PROCESSED
Can read not wright,NOT-PROCESSED
He can read and ?,NOT-PROCESSED
She can read a write,NOT-PROCESSED
Can not read or wright,NOT-PROCESSED
Redde write,NOT-PROCESSED
Canot read nor wr,NOT-PROCESSED
Can write and reede,NOT-PROCESSED
W red and write,NOT-PROCESSED
Read no and wrt,NOT-PROCESSED
To old,NOT-PROCESSED
She trys it,NOT-PROCESSED
Cannot read (a child),NOT-PROCESSED
Canot read or write fair,NOT-PROCESSED
Canot read and write fair,NOT-PROCESSED
Cannot nil,NOT-PROCESSED
Cannot r writ,NOT-PROCESSED
Could read and write before and became blind,NOT-PROCESSED
Read and write but blind,NOT-PROCESSED
C red c wrie,NOT-PROCESSED
Cannon reed,NOT-PROCESSED
Redad and write,NOT-PROCESSED
Begins to read and write,NOT-PROCESSED
Red and wrigh,NOT-PROCESSED
Cannot read or ritght,NOT-PROCESSED
Not w or w,NOT-PROCESSED
B A trinety college,NOT-PROCESSED
H can rea write,NOT-PROCESSED
Read cannot wright,NOT-PROCESSED
Reid and rte,NOT-PROCESSED
Cannot rd or rt,NOT-PROCESSED
Cannot read or wrig,NOT-PROCESSED
Can read and rite read and write,NOT-PROCESSED
Can r or r,NOT-PROCESSED
Cannot read know,NOT-PROCESSED
R canot read,NOT-PROCESSED
Can not rite,NOT-PROCESSED
Can read wte,NOT-PROCESSED
Only a child,NOT-PROCESSED
Engilsh,NOT-PROCESSED
Neither reed or wright,NOT-PROCESSED
Read oniely,NOT-PROCESSED
Cannot w or w,NOT-PROCESSED
Not reed nor write,NOT-PROCESSED
Can r and not write,NOT-PROCESSED
Read not w write,NOT-PROCESSED
Read and write in hebrew,NOT-PROCESSED
Write little,NOT-PROCESSED
Cant neither,NOT-PROCESSED
School read write,NOT-PROCESSED
R u i read and write,NOT-PROCESSED
Read and write r u i,NOT-PROCESSED
Rd and read,NOT-PROCESSED
Canot read nor w,NOT-PROCESSED
Infant neither,NOT-PROCESSED
Rredd write,NOT-PROCESSED
Neiter read,NOT-PROCESSED
Cant not red,NOT-PROCESSED
Niaither,NOT-PROCESSED
Not red not rite,NOT-PROCESSED
Rite not read,NOT-PROCESSED
Cannot wred nor write,NOT-PROCESSED
Cannot read no wright,NOT-PROCESSED
R r and write,NOT-PROCESSED
Read and write before the become blind,NOT-PROCESSED
Reid not write,NOT-PROCESSED
Neithe or rite,NOT-PROCESSED
Cont wread,NOT-PROCESSED
Neither A b c,NOT-PROCESSED
Read and write Little,NOT-PROCESSED
Medical Doctor,NOT-PROCESSED
Read and write bachelor of arts trinity college dublin,NOT-PROCESSED
Can read wirite,NOT-PROCESSED
Read and ? write,NOT-PROCESSED
Cann?,NOT-PROCESSED
Read and canot write,NOT-PROCESSED
Wread and read,NOT-PROCESSED
Rearde and write,NOT-PROCESSED
Can rad write,NOT-PROCESSED
Read and write bruille,NOT-PROCESSED
Cannot rred nor write,NOT-PROCESSED
Cantnot reed or write,NOT-PROCESSED
Read and can w,NOT-PROCESSED
Read and whrit,NOT-PROCESSED
Cannot read read - write,NOT-PROCESSED
Attn School,NOT-PROCESSED
Reade writ,NOT-PROCESSED
Write read english,NOT-PROCESSED
Read we,NOT-PROCESSED
Reeade and write,NOT-PROCESSED
Commenany to read,NOT-PROCESSED
Read and wryt,NOT-PROCESSED
Read and wryte,NOT-PROCESSED
C not read and write,NOT-PROCESSED
Canno read and w,NOT-PROCESSED
Read and write B A Trin Coll Dub,NOT-PROCESSED
Read and rite scolor,NOT-PROCESSED
Read and writis,NOT-PROCESSED
Cannot nither,NOT-PROCESSED
Read non,NOT-PROCESSED
Can only red,NOT-PROCESSED
Can raed and write,NOT-PROCESSED
Cant write not can read,NOT-PROCESSED
Can read an cannot write,NOT-PROCESSED
Canot read no rite,NOT-PROCESSED
Read and rite educates,NOT-PROCESSED
Illetrrate,NOT-PROCESSED
Illetrrote,NOT-PROCESSED
Read both and write,NOT-PROCESSED
Read and rite scolar,NOT-PROCESSED
Cannot and read nor write,NOT-PROCESSED
Riad a right,NOT-PROCESSED
He can read rite,NOT-PROCESSED
Connat read or write,NOT-PROCESSED
Cannot rad or wr,NOT-PROCESSED
Cannot rad or wrt,NOT-PROCESSED
Very little,NOT-PROCESSED
Read and wrire,NOT-PROCESSED
Cannot reed nor rite,NOT-PROCESSED
Cant rad nor write,NOT-PROCESSED
Cannot read cant either,NOT-PROCESSED
Read NOT-PROCESSEDst book,NOT-PROCESSED
? convent,NOT-PROCESSED
Reade and wrig,NOT-PROCESSED
Nor read nor write,NOT-PROCESSED
Neith read of write,NOT-PROCESSED
Reedr and write,NOT-PROCESSED
Read and write spkae Irish,NOT-PROCESSED
Can not read or wrte,NOT-PROCESSED
No Business,NOT-PROCESSED
Cannot read and write to blindness,NOT-PROCESSED
Canot read and wrte,NOT-PROCESSED
English and continuted education,NOT-PROCESSED
C Cannot read,NOT-PROCESSED
He can rea writ,NOT-PROCESSED
Educated in edinburgh and dublin universities,NOT-PROCESSED
Cant Cant,NOT-PROCESSED
Read a wride,NOT-PROCESSED
Cants read,NOT-PROCESSED
No to both,NOT-PROCESSED
Under instruction,NOT-PROCESSED
Cant reaed,NOT-PROCESSED
Can read and arts,NOT-PROCESSED
Can read small words,NOT-PROCESSED
Cannot rread and write,NOT-PROCESSED
Read and Cannot write,NOT-PROCESSED
Nether read nor right,NOT-PROCESSED
Neither w nor r,NOT-PROCESSED
Can't reda or write,NOT-PROCESSED
R an rite,NOT-PROCESSED
Not writ,NOT-PROCESSED
Cont reod,NOT-PROCESSED
Read a rught,NOT-PROCESSED
Cant reed or,NOT-PROCESSED
Not read and wr,NOT-PROCESSED
anot reid,NOT-PROCESSED
Neigher read nor right,NOT-PROCESSED
C red and write,NOT-PROCESSED
Education none,NOT-PROCESSED
Also gaelic read onely,NOT-PROCESSED
Also gaelic read and write,NOT-PROCESSED
Rea and wr,NOT-PROCESSED
Cant rede write,NOT-PROCESSED
Can wrte and read,NOT-PROCESSED
Read can read only,NOT-PROCESSED
?at Read and rit,NOT-PROCESSED
Read white,NOT-PROCESSED
Neithr read nor write,NOT-PROCESSED
Can not read or right,NOT-PROCESSED
Reid and wrigh,NOT-PROCESSED
Can write or read,NOT-PROCESSED
Nether rade wright,NOT-PROCESSED
Can reddr,NOT-PROCESSED
Neithe read or rite,NOT-PROCESSED
Can read and watte,NOT-PROCESSED
Cannot rear,NOT-PROCESSED
Cand read w,NOT-PROCESSED
Invalid,NOT-PROCESSED
Cannor not read,NOT-PROCESSED
Read over,NOT-PROCESSED
To young for school,NOT-PROCESSED
No reade,NOT-PROCESSED
Cant read nor wite,NOT-PROCESSED
Not read and wite,NOT-PROCESSED
Can wright and read,NOT-PROCESSED
Cannot read or Wr?,NOT-PROCESSED
Could read write formerly,NOT-PROCESSED
W and,NOT-PROCESSED
Little at both,NOT-PROCESSED
Read not wirte,NOT-PROCESSED
Canot reed or writ,NOT-PROCESSED
Scollars at,NOT-PROCESSED
Cannot reaed write,NOT-PROCESSED
Read and ?ig,NOT-PROCESSED
He cant read,NOT-PROCESSED
Read cannot write at present,NOT-PROCESSED
Can nither,NOT-PROCESSED
Read only schollar,NOT-PROCESSED
Cannot read Nor write,NOT-PROCESSED
Red not write,NOT-PROCESSED
Red and w,NOT-PROCESSED
Neither read or wrt,NOT-PROCESSED
D reade,NOT-PROCESSED
Cannot read on writ,NOT-PROCESSED
Can read but not rite,NOT-PROCESSED
Nor write nor write,NOT-PROCESSED
C read right,NOT-PROCESSED
Not ried nor wright,NOT-PROCESSED
Canot rea or writ,NOT-PROCESSED
Neither r or r,NOT-PROCESSED
Cannot read wright no,NOT-PROCESSED
No read wr,NOT-PROCESSED
Cannot neither read or write,NOT-PROCESSED
Do read and write both,NOT-PROCESSED
Read only yes,NOT-PROCESSED
Read and write at one time,NOT-PROCESSED
Yes can,NOT-PROCESSED
Reading writ,NOT-PROCESSED
Not edicauted,NOT-PROCESSED
Canno red,NOT-PROCESSED
Reed and writte,NOT-PROCESSED
Can't read not at school,NOT-PROCESSED
Cann't riad nor write,NOT-PROCESSED
Not read r,NOT-PROCESSED
Can rite only,NOT-PROCESSED
W w,NOT-PROCESSED
Scholar read and rite,NOT-PROCESSED
Cannot read dose not read or rite,NOT-PROCESSED
Cannot ree,NOT-PROCESSED
Cannot read Cannot rigte,NOT-PROCESSED
Read can only,NOT-PROCESSED
Cant rad,NOT-PROCESSED
Cannot and right not,NOT-PROCESSED
Reed little,NOT-PROCESSED
R nor W,NOT-PROCESSED
Read no rite no,NOT-PROCESSED
Read and write scollar,NOT-PROCESSED
Not read n write,NOT-PROCESSED
Just a little,NOT-PROCESSED
Reads and rights,NOT-PROCESSED
Reads and wrights,NOT-PROCESSED
Could read and write fomerly,NOT-PROCESSED
Not schollar,NOT-PROCESSED
Or write,NOT-PROCESSED
She can read and wirte,NOT-PROCESSED
Cannot read or wrire,NOT-PROCESSED
Neither read or wte,NOT-PROCESSED
Reads a little,NOT-PROCESSED
Can read a writ,NOT-PROCESSED
Old rite,NOT-PROCESSED
Unable to write or read,NOT-PROCESSED
Can reead,NOT-PROCESSED
Both r or r,NOT-PROCESSED
Canot rea or write,NOT-PROCESSED
Neither r write,NOT-PROCESSED
The can read only,NOT-PROCESSED
Scholard,NOT-PROCESSED
Illetred,NOT-PROCESSED
Cannot rd or wright,NOT-PROCESSED
Read cassy,NOT-PROCESSED
Rea nor write,NOT-PROCESSED
Highly educated,NOT-PROCESSED
Can and write and re,NOT-PROCESSED
Can read and wired letter,NOT-PROCESSED
Cannot read do neighter,NOT-PROCESSED
Lodger,NOT-PROCESSED
Cannot reid scholar,NOT-PROCESSED
Cannot read or whrite,NOT-PROCESSED
A baby only,NOT-PROCESSED
Read and rete,NOT-PROCESSED
Reads and rigtts,NOT-PROCESSED
Can read wrig,NOT-PROCESSED
Read rite and write,NOT-PROCESSED
Cannot reed wr,NOT-PROCESSED
Cannot cannot read,NOT-PROCESSED
Cannot read dose not read and rite,NOT-PROCESSED
Read and witee,NOT-PROCESSED
Cant red w,NOT-PROCESSED
Cannot write nor r,NOT-PROCESSED
Cannot w nor rea,NOT-PROCESSED
An read wright,NOT-PROCESSED
Cantnot read nor write,NOT-PROCESSED
Read-rite,NOT-PROCESSED
Cannot read or wrigh,NOT-PROCESSED
Cant r nor write,NOT-PROCESSED
Can and wrte,NOT-PROCESSED
Can w r,NOT-PROCESSED
Second Class Certificate,NOT-PROCESSED
Rread and ride,NOT-PROCESSED
W only,NOT-PROCESSED
Monitress,NOT-PROCESSED
Can re,NOT-PROCESSED
Schollor,NOT-PROCESSED
Cannor,NOT-PROCESSED
R c,NOT-PROCESSED
Read and write of course,NOT-PROCESSED
All profound scholars,NOT-PROCESSED
Read and witer,NOT-PROCESSED
I read and write irish and english,NOT-PROCESSED
Not at schol,NOT-PROCESSED
Nesther,NOT-PROCESSED
Can read cant,NOT-PROCESSED
Read r rite,NOT-PROCESSED
Can red ?,NOT-PROCESSED
Cannot rigt nor write,NOT-PROCESSED
Both ? write,NOT-PROCESSED
Read and writet,NOT-PROCESSED
Canot read wri,NOT-PROCESSED
Cant rd,NOT-PROCESSED
Infant cant a write,NOT-PROCESSED
Neither re write,NOT-PROCESSED
Not Read or rite,NOT-PROCESSED
None Cannot read,NOT-PROCESSED
Iilleterate,NOT-PROCESSED
Attending and School,NOT-PROCESSED
Can red and wirte,NOT-PROCESSED
Not read and wrte,NOT-PROCESSED
Can neither reid nor write,NOT-PROCESSED
Italian language only read and write,NOT-PROCESSED
Not red and wrte,NOT-PROCESSED
Too young to do either,NOT-PROCESSED
Not at scholar,NOT-PROCESSED
Conot read nor write,NOT-PROCESSED
Can neither r n write,NOT-PROCESSED
Read and oral,NOT-PROCESSED
Reads and ?,NOT-PROCESSED
Read write schoole,NOT-PROCESSED
Seacrety read but can write,NOT-PROCESSED
Read no w,NOT-PROCESSED
Damark weaver,NOT-PROCESSED
R nor r,NOT-PROCESSED
Not at scholl,NOT-PROCESSED
Cat reid rite,NOT-PROCESSED
Cannot inft,NOT-PROCESSED
Cannot read or wriste,NOT-PROCESSED
Cant read r,NOT-PROCESSED
Cannout,NOT-PROCESSED
Canot rd or we,NOT-PROCESSED
Read and wrd,NOT-PROCESSED
Cn't read or write,NOT-PROCESSED
Cannot reads wrt,NOT-PROCESSED
Cannot readc/c,NOT-PROCESSED
Can read and Speak Irish French and English,NOT-PROCESSED
Can b and read w,NOT-PROCESSED
Can reed w,NOT-PROCESSED
Read not wrigh,NOT-PROCESSED
No Occupation,NOT-PROCESSED
Owen read,NOT-PROCESSED
Reaad an write,NOT-PROCESSED
A Cannot read,NOT-PROCESSED
He can reaid,NOT-PROCESSED
Canot reed and rite,NOT-PROCESSED
Dond read or write,NOT-PROCESSED
Read and write national school,NOT-PROCESSED
Reanot write,NOT-PROCESSED
Second Book,NOT-PROCESSED
No learing,NOT-PROCESSED
Unable and write but can read,NOT-PROCESSED
Cannot Neither,NOT-PROCESSED
Read Cannot Write,NOT-PROCESSED
Could not read and rite,NOT-PROCESSED
Cannot red wit,NOT-PROCESSED
Readings,NOT-PROCESSED
Child cannot read nor write,NOT-PROCESSED
Rriad and wr,NOT-PROCESSED
Student,NOT-PROCESSED
Neither read nor wirte,NOT-PROCESSED
Read and ? wright,NOT-PROCESSED
Not reed write,NOT-PROCESSED
I cannot read or write,NOT-PROCESSED
Read braille,NOT-PROCESSED
Canot read n write,NOT-PROCESSED
Cannot red nor r,NOT-PROCESSED
Rread and wri,NOT-PROCESSED
Rread and writ,NOT-PROCESSED
Can rad and rite,NOT-PROCESSED
Read and write both irish and english,NOT-PROCESSED
Read and write and et,NOT-PROCESSED
Readyes and write,NOT-PROCESSED
Can rit or read,NOT-PROCESSED
Can rite or read,NOT-PROCESSED
Cannott r nor w,NOT-PROCESSED
Reid no,NOT-PROCESSED
? only,NOT-PROCESSED
At scool,NOT-PROCESSED
No educated,NOT-PROCESSED
Schalar,NOT-PROCESSED
A B I C D,NOT-PROCESSED
Yes rd write,NOT-PROCESSED
Cannot read not able,NOT-PROCESSED
Yes read w,NOT-PROCESSED
Scoholar,NOT-PROCESSED
Rread rite,NOT-PROCESSED
Read and reg,NOT-PROCESSED
Riad wrte,NOT-PROCESSED
Read or dont write,NOT-PROCESSED
Read a rigt,NOT-PROCESSED
Canno r w,NOT-PROCESSED
Canotot read,NOT-PROCESSED
Reaud only,NOT-PROCESSED
No edication,NOT-PROCESSED
Read english and wrte,NOT-PROCESSED
Read only read nor write,NOT-PROCESSED
Can ? read or write,NOT-PROCESSED
Read and reat,NOT-PROCESSED
Wreed,NOT-PROCESSED
Neighter read or rite,NOT-PROCESSED
Read School Boys,NOT-PROCESSED
Wred and wreite,NOT-PROCESSED
Read no wri,NOT-PROCESSED
Read as,NOT-PROCESSED
Cand read write,NOT-PROCESSED
Cannot r no w,NOT-PROCESSED
Read and write b a,NOT-PROCESSED
Neithor,NOT-PROCESSED
Neither a child,NOT-PROCESSED
Cannot not read nor r,NOT-PROCESSED
Collage education,NOT-PROCESSED
He can read and wright,NOT-PROCESSED
Can neither r or w,NOT-PROCESSED
Reid Write,NOT-PROCESSED
Can not read nor rite,NOT-PROCESSED
Armagh,NOT-PROCESSED
Lady,NOT-PROCESSED
Rad and writ,NOT-PROCESSED
Read or write neither,NOT-PROCESSED
Cann read not write,NOT-PROCESSED
Cannot write cant read,NOT-PROCESSED
First book read,NOT-PROCESSED
Riad and rit,NOT-PROCESSED
Wrtie,NOT-PROCESSED
Rrad and write,NOT-PROCESSED
Ieid and write,NOT-PROCESSED
Cannot not read or rit,NOT-PROCESSED
Cannot not reado or rite,NOT-PROCESSED
Education No,NOT-PROCESSED
Cannot read Scoller,NOT-PROCESSED
Read ondely,NOT-PROCESSED
Read to write,NOT-PROCESSED
Cannot reid w?,NOT-PROCESSED
Read and wriget,NOT-PROCESSED
Not read nt wrte,NOT-PROCESSED
Canot read or rit,NOT-PROCESSED
Cannot and read rite,NOT-PROCESSED
Plain inglish,NOT-PROCESSED
Cannot raed or writ,NOT-PROCESSED
Cannot not read not,NOT-PROCESSED
D,NOT-PROCESSED
Read and write at chool,NOT-PROCESSED
"""Cannot read""",NOT-PROCESSED
Nor read rite,NOT-PROCESSED
Reed and wrght,NOT-PROCESSED
Cannot not write or red,NOT-PROCESSED
Attending School read,NOT-PROCESSED
Read and write own writing,NOT-PROCESSED
Does neither,NOT-PROCESSED
Could read and write before losing sight,NOT-PROCESSED
Canot reead,NOT-PROCESSED
R at school,NOT-PROCESSED
Both w r,NOT-PROCESSED
Wright reed,NOT-PROCESSED
Reed wrigte,NOT-PROCESSED
No educator,NOT-PROCESSED
Can read but not wrt,NOT-PROCESSED
Not rread nor,NOT-PROCESSED
Read not wrte,NOT-PROCESSED
Read c,NOT-PROCESSED
R ?,NOT-PROCESSED
Cannot or read or rite,NOT-PROCESSED
Cannot read and e,NOT-PROCESSED
Read irsh book,NOT-PROCESSED
Not yit,NOT-PROCESSED
Cannot to read,NOT-PROCESSED
Reade and wirite,NOT-PROCESSED
Can red and wright,NOT-PROCESSED
Instruction at home,NOT-PROCESSED
Not read wr,NOT-PROCESSED
Read school child,NOT-PROCESSED
Red writing,NOT-PROCESSED
Read cnnot write,NOT-PROCESSED
Cannot read not to school job,NOT-PROCESSED
Cannot write or rea,NOT-PROCESSED
Matriculated r u i,NOT-PROCESSED
Cant reed write,NOT-PROCESSED
Read and catolic,NOT-PROCESSED
Wread and wr,NOT-PROCESSED
Cannot read nor weight,NOT-PROCESSED
Neigher read nor write,NOT-PROCESSED
Child Cannot read,NOT-PROCESSED
Reag,NOT-PROCESSED
Canot reaz,NOT-PROCESSED
Cannot red or r,NOT-PROCESSED
Canot not red or wright,NOT-PROCESSED
Cannot rw,NOT-PROCESSED
Cann reat,NOT-PROCESSED
Reed and married,NOT-PROCESSED
Read write little,NOT-PROCESSED
Wite read,NOT-PROCESSED
Not re nor wr,NOT-PROCESSED
Cannot not read rite,NOT-PROCESSED
Canott read rite,NOT-PROCESSED
L canot read rite,NOT-PROCESSED
Can read and rites,NOT-PROCESSED
Can reiad and rite,NOT-PROCESSED
Same,NOT-PROCESSED
Read nort write,NOT-PROCESSED
Can't red or write,NOT-PROCESSED
Yes school girl,NOT-PROCESSED
Can onl,NOT-PROCESSED
Redd and wright,NOT-PROCESSED
Cannot read dont read not write,NOT-PROCESSED
Undergraduate t c d,NOT-PROCESSED
Neither and write,NOT-PROCESSED
P cannot read,NOT-PROCESSED
Read and rite no,NOT-PROCESSED
Read and righ yes,NOT-PROCESSED
Read and wright yes,NOT-PROCESSED
Reeed write,NOT-PROCESSED
Neiher,NOT-PROCESSED
Can Neither read nor write,NOT-PROCESSED
Roman and rite,NOT-PROCESSED
Con reed and write,NOT-PROCESSED
Read only attending school,NOT-PROCESSED
Scalor,NOT-PROCESSED
Can reand,NOT-PROCESSED
Cant red write,NOT-PROCESSED
Promature,NOT-PROCESSED
Reed and rith,NOT-PROCESSED
Unknwon,NOT-PROCESSED
Cannot say,NOT-PROCESSED
Can read an r,NOT-PROCESSED
Read write and spell,NOT-PROCESSED
Cannot reid or wite,NOT-PROCESSED
? Read,NOT-PROCESSED
Neither read Nor write,NOT-PROCESSED
School boy read and write,NOT-PROCESSED
Not able of read,NOT-PROCESSED
Read an a write,NOT-PROCESSED
Write and rad,NOT-PROCESSED
Read and rritte,NOT-PROCESSED
Read onily,NOT-PROCESSED
Read and p write,NOT-PROCESSED
Help to write,NOT-PROCESSED
Read and weghte,NOT-PROCESSED
C?,NOT-PROCESSED
At school can read and write,NOT-PROCESSED
Redd writ only,NOT-PROCESSED
Not able to write and read,NOT-PROCESSED
Could reed,NOT-PROCESSED
Able to write an read,NOT-PROCESSED
Cannot read ri,NOT-PROCESSED
Cannot read or write can only shout,NOT-PROCESSED
Both write read,NOT-PROCESSED
Can reat,NOT-PROCESSED
Rea not write,NOT-PROCESSED
Cant read or wirte,NOT-PROCESSED
Can reid wr,NOT-PROCESSED
Cant read and we,NOT-PROCESSED
Read and wri?ht,NOT-PROCESSED
Solicitor,NOT-PROCESSED
Cannn read nor right,NOT-PROCESSED
Cand red and write,NOT-PROCESSED
Read or wrt,NOT-PROCESSED
Read or wrte,NOT-PROCESSED
Con read and wigte,NOT-PROCESSED
Connot read or wigte,NOT-PROCESSED
Reo,NOT-PROCESSED
Cannot not rread,NOT-PROCESSED
Read no rite,NOT-PROCESSED
Rered and write,NOT-PROCESSED
Canot R or write,NOT-PROCESSED
Can spell not read,NOT-PROCESSED
No School Yet,NOT-PROCESSED
Cannot reador,NOT-PROCESSED
Rod not rite,NOT-PROCESSED
Can read and write nor write,NOT-PROCESSED
Neither r or writ,NOT-PROCESSED
Read and wright write,NOT-PROCESSED
Read and write in brailte type,NOT-PROCESSED
Not wread or wright,NOT-PROCESSED
Cot read,NOT-PROCESSED
Cant read and wri,NOT-PROCESSED
He rite read,NOT-PROCESSED
Certificate NOT-PROCESSEDrd Class,NOT-PROCESSED
Not of Age,NOT-PROCESSED
Read and No,NOT-PROCESSED
He Can read and,NOT-PROCESSED
Read an read,NOT-PROCESSED
Not and read and write,NOT-PROCESSED
Cannot reat only,NOT-PROCESSED
?t read or write,NOT-PROCESSED
Read write none,NOT-PROCESSED
Read and write a Little,NOT-PROCESSED
Cannot r or Write,NOT-PROCESSED
Not wright,NOT-PROCESSED
Can wrte,NOT-PROCESSED
Cant read and writ,NOT-PROCESSED
Go read,NOT-PROCESSED
Can read english,NOT-PROCESSED
Be big born scrive,NOT-PROCESSED
Canot read and wrt,NOT-PROCESSED
Wrtee read,NOT-PROCESSED
Cannot wt read,NOT-PROCESSED
Can rad and write,NOT-PROCESSED
Cannot read cant read and write,NOT-PROCESSED
Cannot red nor rite,NOT-PROCESSED
Can all,NOT-PROCESSED
Cannot wread and write,NOT-PROCESSED
Can r and wrt,NOT-PROCESSED
Cannod read,NOT-PROCESSED
Cant w read,NOT-PROCESSED
Cant read or righte,NOT-PROCESSED
Used to read and write,NOT-PROCESSED
Write and read irish and english,NOT-PROCESSED
A schol,NOT-PROCESSED
Con read and writ,NOT-PROCESSED
Read and wrrte,NOT-PROCESSED
First cook,NOT-PROCESSED
Can do both family read and write,NOT-PROCESSED
