occupationTmp,count
1st Engineer S. Ship,1
1st Engineer Ship,1
1st Engineer on Vessel,1
1st Engr,1
1st Footman,1
1st Footman (Domestic Servant),1
1st Fortman Domestic Servt,1
1st Hampshire Reg Army Pensioner,1
1st House Maid,2
1st Housemaid,2
1st Housemaid Domestic Servt,2
1st Journeyman Gardener,1
1st Make S S Paragon,1
1st Marine Mate,1
1st Marine Officer,1
1st Mate,19
1st Mate Mariner,1
1st Mate Merchant Service,1
1st Mate Sailor,3
1st Mate Steamship,1
1st Mate of Vessel,1
1st Mate. Mes. Marine. R.M.R.,1
1st Meate,1
1st Officer,1
1st Officier,1
1st Oxfordshire light Infantry Lance Corporal Bugter,1
1st Parlour maid Domestic Servant,1
1st R.M. Fasilers,1
1st Royal Dragoons Army Pensioner,1
1st Royal Engineer and Surveyor,1
1st Ships Engineer,1
1st South Lancashire Army Pensioner from-Land Bank Porter,1
1st Steward Steamship,1
1st Stewart,1
1st Stmaid,1
1st Whipperin,1
1st class clerk Irish land common,1
1st of Second Class National Schl. Teacher,1
"1st-District Inspector, Royal Irish Constabulary",1
1st. B.R.M. Fus,1
"2 Cl. Officer, Inld, Revenue",1
2 Cook,1
2 Eng,1
2 Engineer,1
2 L Medical Student,1
2 M Sergt A.O Corps,1
2 Mate,1
2 Matron,1
2 Scholars,2
2 St R.I. Rifles Pensioner,1
2 Time Mill Worker,1
2 nd House Keeper,1
2 nd Mate,1
"2- Div. C. Service, Ireland",1
2/ Scottish Rifles,1
2/6 Out Whouse,1
2/Lient Action Army List,1
21 Lancers Soldier,1
21 Years Army Pensioner,1
21 Years Pensioner Army,1
21 st 21 Leices to Regt Active List,1
21 st Lancer Regatas Solder,1
21 st Lancers Private Soldier,1
21 st Lancers Sergeant: Cousley Reg,1
21 yrs British Servire Army Pension Corporal Attendant,1
218 Royal Irish Army Pensioner,2
21st Lancers Corporal Soldier,1
21st Lancers Soldier,2
23 St Josephs Place,2
24th Foot and Pensioner J.H.M.B,1
27 Reg Inniskelling Fusilon,1
27th Inniskillings Corpl Mill Labour Pensioner Line,1
27th Regiment Army Pensioner,1
2? NW Railway Traffic Canvasser,1
2and Housemaid Domestic Servant,1
2d Div Fisheries Office,2
2d Lieut Line,1
2d Liut 8th K. R. Rifle Corps,1
2d Mate,1
2nd (Militia) Retird List,1
2nd Assistant,1
2nd Assistanty City Account to Belfast Corporation,1
2nd Book,1
"2nd Chief Officer S.S. ""Tearaght""",1
2nd Chief Stewart,5
2nd Class Army Reserve R.I.T. and Agricultural Labourer,1
2nd Class Att,2
2nd Class Attendant,52
2nd Class Certificated National Teacher,1
2nd Class Civil Service Land Court,1
2nd Class Clerk Dublin Corporation,1
2nd Class Clerk Kings Bank Office,1
2nd Class Clerk Land Judges Court,1
2nd Class Clerk Lunacy Office Four Courts,1
2nd Class Clerk Probate Division,1
2nd Class Clerk Probate Registry Dublin Civil Servt,1
2nd Class Clerk Secty Office G P O Dublin,1
2nd Class Clk Supreme Court of India Ireland,1
2nd Class Dairymaid Domestic Servant,1
2nd Class Ex Officer H.M. Coustomer,1
2nd Class Examinning Officer H.M. Customs,1
2nd Class Game Keeper,1
2nd Class Nurse,7
2nd Class Officer H.M. Ireland Revenue Undergraduate Royal University Ireland,1
2nd Class Officer Ireland Revenue,1
2nd Class Officer of Inland Revenue Inland Revenue Department,1
2nd Class P. O. R. N.,1
2nd Class P.O. Instructor,3
2nd Class Probate Division and Undergraduate T.C.D.,1
2nd Class Sorter G P O,1
2nd Class Warder,10
2nd Coachman,2
2nd Coachman Domestic Servant,1
2nd Connaught Rangers,1
2nd Cook,3
2nd Cook Domestic Servant,1
2nd Corgal Royal Engineers,2
2nd Corp Royal Engrs,1
2nd Corpl R.E. Ord. Survey,1
2nd Corpl Royal Engineers,1
2nd Corpl. Royal Engineers Ordnance Survey,1
2nd Corpl: Royal Engineers Ordnance Survey Dept:,1
2nd Corporal 13d Co. Royal Engineer,1
2nd Corporal R E Surveyor,1
2nd Dairy Maid,1
2nd Den District Inspector Royal Irish Canstabelary,1
2nd Dio Clerk L G B,1
2nd Div Clark Valuat Office Rd,1
2nd Div Clerk I Service,1
2nd Div Clerk Local Govt Bd,1
2nd Div Clerk National ED. Office,1
2nd Div Clerk Registry of Deeds B A R U I,1
2nd Div. Clerk Acct's Dept. G.P.O. Dublin,1
2nd Div. Clerk-Civil Service,1
2nd Division - Clerk Secretary's Office G.P.O,1
2nd Division C.S. Clerk Valuation Officer,1
2nd Division Clark High Court of Justice Dublin,1
2nd Division Clerk,2
2nd Division Clerk Education office Dublin,1
2nd Division Clerk H M C S,2
2nd Division Clerk H M Civil Service Dept of Agriculture,1
2nd Division Clerk H.M.C.S. General Prisons Bd. Dublin Castle,1
2nd Division Clerk L G B,1
2nd Division Clerk National Education Office-Dublin,1
2nd Division Clerk Office of national Education,1
2nd Division Clerk Secretary's Office GPO Dublin,1
2nd Division Clerk Secretarys Office G.P.O. Dublin,1
2nd Division Clerk. Civil Service. Education Office,1
2nd Divison Clerk Natl Ed Office,1
2nd Divison clerk Department of national Education,1
2nd Divn Clerk Board of Works,1
2nd Divn Clerk Civil Service,1
2nd Divn Clerk Civil Service Agri. and Tech. Dept,1
2nd Divn Clerk Civil Service R I C Office,1
2nd Divn Clerk G P O,1
2nd Divn. Clerk Income Rev. Office Dublin,1
"2nd Divn. Clerk, General Post Office",1
2nd Dr n Clk G P O,1
2nd Engineer,39
2nd Engineer S S Paragon,1
2nd Engineer S. Ship,1
2nd Engineer on Ship,1
2nd Engineer on Vessel,1
2nd Engr,1
2nd Footman,1
2nd Footman (Domestic Servant),1
2nd Fortman,1
2nd Gamekeeper,1
2nd Hall Porter Domestic Servant,1
2nd Head House Maid Domestic Servant,1
2nd Herd,1
2nd House Maid,2
2nd House Maid Domestic Servant,1
2nd Housemaid,4
2nd Housemaid Domestic Servant,3
2nd Housemaid Domestic Sevt,1
2nd Housemaid-Domestic Servt.,1
2nd I F Army Pensioner,1
2nd Journeyman Gardener,1
2nd Kitchen Maid,1
2nd Licest Army (Active),1
2nd Lieut 5th Royal Irish Rifles,1
2nd Lieut Gromoury Auxiliary Forces,1
2nd Lieut I Y,1
2nd Lieut Militia Artillery,1
2nd Lieut Militia actrin,1
2nd Lieut Royal Warwickshire Regt (Active List),1
2nd Lieut Scottish Rifles,1
2nd Lieut. Royal Field Act Active List.,1
2nd Lieutenant Cork Artillery,1
2nd Lieutenant Corps at Royal Engineers,1
2nd Lieutenant Infartry (Active),1
2nd Lieutenant Kings Royal Rafter,1
2nd Lt 1st Rl Humster fast,1
2nd Lt R Innis K Fasilers,1
2nd Lt Regular Army,1
2nd Mancgester Regt. Private-4th K.R.R,1
2nd Marine Engineer,1
2nd Marine Officer,1
2nd Mate,30
2nd Mate (Unempd) Sailor (Merchant),1
2nd Mate Mariner,1
2nd Mate Merchant Service Seaman,1
2nd Mate Royal Navy,1
2nd Mate Sailor,1
2nd Mate Sepearne,1
2nd Mate Steamship,1
2nd Officer,6
2nd Officer M.M.,1
2nd Officer Merchant Seaman,1
2nd Officier,1
2nd Parlour maid Domestic Servant,1
2nd Royal I Fusry Pte Soldier,1
2nd Ships Enginner,1
2nd St 21 st Lancers,1
2nd St. R Welch Fees Factory Lactide,1
2nd Std,1
2nd Steward,8
2nd Steward Steamship,1
2nd Steward of Yard,1
2nd Stewart,1
2nd Under Butler D S,1
2nd Waiter Domestic St,1
2nd West Riding Regt Army Pensioner,1
2nd Wines Twsiler Sollder Pte,1
2nd Year Undergraduate Royal University of Ireland,1
2nd lieat: infantry,1
2nd make S S Paragon,1
2nd-Corpl. Royal Engl-Soldier,1
"2nd. Divn. Clk. Registry of Deeds, Dublin",1
2no Lieut Gromoury Auxiliary Forces,1
2st Engineer,1
3 Engineer,1
3 F,1
3 Gears Sicr,1
3 Lunotic Reg,1
3 Matron,1
3 Steward,1
3 rd. R.Ir. Soldier Riflex,1
3Student,1
3rd Bat S.W B.,1
3rd Batt R I R,1
3rd Buffs (Infantry) Army Pensioner,1
3rd Class Att,1
3rd Class Attendant,58
3rd Class Civil Servant Science and Art Dept Dublin,1
3rd Class Clerk Comn. Land,1
3rd Class Clerk I Land Commission,1
3rd Class Clerk Irish Land Commision,1
"3rd Class Clerk, Irish Land Commission",1
3rd Dairy Maid,1
3rd Engineer,9
3rd Gamekeeper,1
3rd Head House Maid Domestic Servant,1
3rd Housemaid,3
3rd Housemaid Domestic Sevt,1
3rd Housemaid-Domestic Servt.,1
3rd Hussars Army Pensioner,1
3rd Mate,5
3rd Officer,4
3rd Rag. and Ministy Jus. Co Sergeant per Staff,1
3rd Steward,3
3rd Well Regt,1
3rd officer M.M.,1
4 Batt. R.I.F,2
4 Engineer,1
4 R.I.C Pensioner,1
4/By Rifle Bde,1
4B Rifle Bregary Soldier of the Line,1
4th ?,1
4th Balt R.I. Rifles (Militia) Ptc Soldier,1
4th Batt Private R. I. Rifles,1
4th Batt R.I.R,1
4th Batt. Roy I. Rifles Buggler Iron Moulder,1
4th Battler D. Fusiliers at Present at home,1
4th Battn R I R,1
4th Engineer,2
4th Gloucester Army Pensioner Regt 14th Gloucester,1
4th Head House Maid Domestic Servant,1
4th Mate,2
4th R.I.R Soldier,1
4th Steward,3
4th Worecester Rgt,1
4th. 13th. The. Kings Nil,1
4th. Batt. R I R Army Pensioner,1
5 Book,2
5 Push Rifles Private,1
5 th Leuister-Liett,1
50 th Regiment Army Pensioner,1
55 Foo Reginal Pensioner,1
5th Batallin Royal Irish Rifle,1
5th Dublin Union Clerk,1
5th Head House Maid Domestic Servant,1
5th Irish Fusiliers Private,1
5th Laucers Horse Soldier,1
5th R. W,1
5th Reel Fee Selers Serg Intr in Musketry,1
5th Royal Irish ?,1
5th Year Monitor,1
6 Book,1
6 Brigade R. A Army Pensioner,1
6 Children Attend. School,1
6 Linen Waver,1
65th Regt 22 Years Pensioner in India,1
66 Field Battery Scholar,1
67 Upper Sackville St,1
6th Btn Rifle Brigade Serving Pte,1
6th Dragons,1
6th Head House Maid Domestic Servant,1
7th Royal University Scholar,1
7th Viscount Ashbrook 8th Baron Castle Durrow T.P. DL. Queens Co,1
8 Royal Irish Army Pensioner,1
8 Weekly from Proteacted Fund,1
81st Regiment Army Pensioner,1
87 Royal I. Sasilcero Army Pension,1
88 Regiment Pensioner,1
89 Foot Pensioner Sergeant,1
8th Hussan Pensioner and Caretaker of Hall,1
8th Hussar,1
9 Starch Packer,1
94th Army Pensioner,1
9th Foot Army Pensioner,1
? Agent,5
? Agent ?,1
? Apartments,1
? Apprentice,3
? Apprentice to Electrical Engineering,1
? Army Pensioner,1
? Artilery,1
? Artist,1
? Assistant,2
? Attendant,1
? Auxiliary Postman,1
? Bar Maid Domestic,1
? Boarder Propest,1
? Boots (Hotel),1
? Box Maker,1
? Boy,2
? Boy Plumber,1
? Brothers,1
? Builder,1
? Capl 95 Ry and J.P. for Cork Co,1
? Cattle Dealer,1
? Chm Dingle Dist Council,1
? Clerk,3
? Coat Maker,1
? Collector Retired,1
? Conducter,1
? Conmt Can G Official,1
? Contsbelery,1
? Cook Domestic Servant,1
? Corpl Army Ord ?,1
? Cutter,1
? Cutter Handkerchief at Home,1
? D.D. LL.D ? Choper Willsons Hospital,1
? Daughter,2
? Dealer,6
? Dividents,1
? Domestic,3
? Domestic Duties,1
? Domestic Servant,1
? Draper,2
? East Lane Rigt Now On Furlough,1
? Engineer,2
? Factory Employe,1
? Factory Worker (Linen),1
? Farme Labourer,1
? Farmer,4
? Farmer and Cooper,1
? Farmer and Shop Keeper,1
? Farmers Wife,1
? Fish,1
? Flax,1
? Flax Merchant,1
? From House Property,1
? Gardener,1
? General Work,1
? Girl Factory,2
? Grad. R.U.I. Student of Theology U G R U I,1
? Grocers Manager,1
? Groicers ? Revenue,1
? Groom,1
? Gunner Royal Reserve,1
? H.M Prison,1
? Hand Maid Domestic Servant,1
? Herald Office,1
? House,2
? Housemaid Domestic Servant,1
? Inspector,1
? Instrued,1
? Insurance Company,2
? Ireland,1
? Irish Industrial Assossiction,1
? Iron Turner,1
? Keeper,6
? Keeper Fancy Goods Etc,1
? Keeper St P Cathedale,1
? L Weaver,1
? Labour,3
? Labourer,7
? Lodge,1
? Lord Chief Justice of Ireland,1
? Machanic Retired,1
? Machinist,1
? Maid,3
? Maid Writer and Solicitor Manager Clerk,1
? Major Soldier,1
? Maker,2
? Maker at Law,1
? Man,2
? Manager,1
? Manufacturer,1
? Manufacturer and Merchant,1
? Master's Office Supreme,1
? Mechanic Unemployed,1
? Medicine Dub Unin Asst Profr T C D,1
? Merchant,2
? Messenger and Co,1
? Metrpolitan ?,1
? Mill,1
? Mill Worker,2
? Miller,1
? Mother,1
? Moulde,1
? No Occupation,1
? No Ocupation,1
? Nurse,1
? Nurse Domestic Servant,1
? Ornamenter,1
? Ortho ?,1
? Outdoor Relief,1
? Painter,1
? Penternen,1
? Ph Chemist,1
? Physician and Surgeon,1
? Plaster in Shipyard,1
? Pluacker,1
? Polisher,2
? Poorlaw Office,1
? Port,1
? Porter,2
? Post Office Messenger Post Office Assistant,1
? Postman,1
? Property,2
? Propriter Cate Capt 39th Regt,1
? Provision Merchant,1
? R C S E ? C P I Major Late R A M Corps Retired,1
? R I C ?,1
? Railway,1
? Railway Agent,1
? Railway Signal Man,1
"? Rents, ? Dividends",1
? Retired from Army in 1808,1
? Rit?,1
? Sailor,1
? Sandymount Co Dublin,1
? Scholar Members Training Coll,1
? School,1
? School Teacher,1
? Schooler,1
? Sentcher,1
? Sergt-Major Army Ordnance Corps,1
? Servant,4
? Servant Maid,1
? Shop Assistant,2
? Soldier,1
? Spinner,1
? Station Master,1
? Store Keeper,1
? Student,1
? Student Undergraduate R U I,1
? Superintending Engineer Postal Telegraphs,1
? Surgeons Widow From Brother,1
? Tea and Wine Mend,1
? Teacher,4
? Tenant,1
? Timer,1
? Topper,1
? Traveller,1
? Turner,1
? Undergraduate R.U.I,1
? Van Man,1
? Warder in Prison,1
? Warehouse Worker,1
? Weaver,1
? Wever,1
? Wife,1
? Winder,1
? Woman,2
? Worker,3
? Worker in Thread Factory,1
? Workhouse,1
? Works,1
? Works Labourer,1
? Yarn Winder,1
? Young,1
? and Collector,1
? and Hkfs,1
? and Merchant,1
? and P. Priest,1
? and Parlour Maid Domestic Servant,1
? and Telst (Civil Servt),1
? any Bisnes,2
? at Home,3
? from Plumbery,1
? in Cloth Shop,1
? in Factory,1
? in Mill,2
? in Retired,1
? in Thustions at Home,1
? maker in Bacon Factory,2
"? of Arts Priest, Curate Assistant",1
? of Charitable Institution,1
? of Kildgaart Church of Ireland,1
? of Model N. School,1
? of P Sessions,1
? of Parter,1
? of Waste Water,1
? of house,1
? of the House,1
? ok Laser and Stocks,1
? on Railway,1
? worker,1
?-Domestic Servant,1
?Maker,2
?Scholar,1
?aler,1
?am,1
?ant,1
?anund,1
?any,1
?ard Keeper,1
?arding Master in Spinning Mill,1
?aress,1
?arr Women,1
?asst?est,1
?cher,1
?dyers in Works Printer,1
?e,1
?ed Sailor,1
?ener and Farmer,1
?entcher,1
?er,1
?ess,1
?est Servant ?,1
?estic Servant,1
?etender,1
?giladle Dealer,1
?ialor,1
?iler,1
?ill,1
?ilnman,1
?ing Clerk,1
?ip Staff from Courts Dn,1
?iter,1
?keeper,1
?ker,1
?lade,1
?lationer,1
?laying Branch,1
?ler,2
?ler Shepherds,1
?ler of the Hall Domestic Sevt,1
?longhman,1
?maid,2
?man,2
?mfarder,1
?na Dealer,1
?ne Worker,1
?nlindo House,1
?ome,1
?oods Man,1
?orty Reports,1
?oulterer,1
?ous at Home,1
?pers Assistant,1
?poral,1
?r. Sergt. Rifle Bg?,1
?ricultur Labourer,1
?rred,1
?rs Clark,1
?rs Servant,1
?se Boy Domestic Servant,1
?ssessor of the Losses,1
?t? Dublin Post and Workman Civil Servant,1
?taker,1
?tch Maker,1
?ter?er Printer Office,1
?terer,1
?tidy,1
?tor,1
?uffer,1
?uis Vender,1
?unt Agent,1
?utler,1
?way Inspector,1
@ @ (R.C. Priest),4
A,5
A (Swinging Boat Man),2
A A Oxford,1
A Agrclture Labour,1
A Agricultural Labourer,1
A Agril Labourer,2
A Army Pensioner,1
A Assist House Keeper,1
A B (Seaman),1
A B Barrister Magistrate and Land Proprietor,1
A B Cook,1
A B F C D Land and Dividends and Agents,1
A B Irish Light,3
A B M B B Ch Doctor Dublin University,1
A B Royal Navy,4
A B Royal University,1
A B Sea Man,1
A B Seaman inr Q A,1
A B Seamans,1
A B Steonsppmoya,1
A B in H.M. Royal Navy,1
A B the D Stock Broker's Clerk,1
A B) Sailor,1
A B. Seaman Worker,1
A B. T C. D Medical Student,1
A Babe,1
A Baby,3
A Bargman,1
A Beetler in Beetling Mill,1
A Bencher in A Boot and Shoe Factory,1
A Blacksmith,2
A Boat Dislodaner,1
A Border,1
A Bowler,1
A Bundler in the Mill Spinning,1
A C Labourer,2
A Catter,1
A Charge on the Union,2
A Cot Man,1
A Cotter,1
A Cottler,1
A Country Tenant,1
A Cripple No Occupation,1
A Cutter in Shirt Factory,1
A Dairy Fire Man,1
A Dealer Also Delph,1
A Dealer in Groceries and Provision,1
A Desling Woman,1
A E R Labourer,1
A Farm Laboure,1
A Farmer Son,13
A Farmer Svt,1
A Farmer Wife,4
A Farmer's Boy,1
A Farmer's Brother,2
A Farmer's Servant,1
A Farmer's Son,24
A Farmer's Wife,8
A Farmers Daughter,22
A Farmers Mother,1
A Farmers Servant,5
A Farmers Sister,3
A Farmers Son,23
A Farmers Svt,1
A Farmers Wife,15
A Farmour,1
A Farnerr,1
A Feeder to a Printer,1
A Fires Man,1
A Fish Dealer,1
A Fish Saleswoman,1
A Fisherman,11
A Flax Dresser,1
A Flax Spinner,1
A Flower Maker,1
A Foreman Over Works,1
A Fruiter,1
A G A. Domestic,1
A G L,2
A G L Labour,1
A G Labourer,2
A G R L Farm Labourer,1
A Gaffer of Gassworks,1
A Gardener,1
A General Agent and Business Man,1
A General Altround May,1
A General Domestic Servant,2
A General Farm Servant,1
A General Hand in Warehouse,1
A General Laborer,1
A General Labour,1
A General Labourer,3
A General Servant,4
A General Servant Domes,1
A General Svt,1
A Gricultural Labourer,1
A Grocer Assistant,1
A Groom,1
A Guinness Son and Co Ld Brewers Agent,1
A Guinness Son and Co Ltd,1
A Hamp,1
A Hand Loom Weaver,1
A Hard,1
A Hard Tryer in Spinning Mill Worker,1
A Help,1
A Help Farmer,3
A Help H Keeper,1
A Helper in Restarant,1
A Helper on Farm,1
A Helper on House,1
A Hemstitcher,1
A Herd,5
A Herd Farmer,1
A Herd's Man,1
A Herdsman,2
A Hird,1
A Home,5
A Home Worker,1
A Hous Keeper,1
A House Atender,1
A House Holder,1
A House Holder Only,1
A House Keeper,21
A House Keepper,1
A House Maid,2
A House Maid Domest,1
A House Painter,1
A House Servant,3
A Housekeeper,9
A Housekeeper Servant,1
A Hundred of Dividends,1
A Iron Moulder,1
A Joiner,3
A Juneir Worker in a Sewing Factory,1
A Kantic Cable Operator,1
A Knight's Widow,1
A Knitter,4
A L Daughter,1
A L Labourer,2
A Labbor,1
A Laberal,3
A Laberour,3
A Laborer,3
A Laborour,3
A Laborrer,1
A Labouer,6
A Labour,11
A Labour Daughter,1
A Labour on the Council,1
A Laboure,1
A Labourer Agr,2
A Labourer Agricultural,3
A Labourer Daughter,1
A Labourer Farm,1
A Labourer General,4
A Labourer In Foundry,1
A Labourer and Small Shop,1
A Labourer in Linen Coy,1
A Labourer in Linen Cy,1
A Labourer in Mill,1
A Labourer in Woolen Mill,1
A Labourers,3
A Labourers Daughter,3
A Labourers Son,3
A Labourers Wife,2
A Labouring Boy,1
A Labouring Man,3
A Labrour,1
A Lady,9
A Lady Living on Interest of Money,1
A Lady None,1
A Lady of Means,2
A Lady of means,1
A Lady's Maid,1
A Lady's Tailoress,2
"A Lady, No Occupation",1
A Lady-Artist,1
A Laibourer,1
A Lalbour,1
A Laour,1
A Larbour,3
A Laundress,4
A Lengin House Work,1
A Linen Waver,2
A Linen Weaver,1
A Linen Wever,1
A Linen Winder in Factory,1
A Little Shop,1
A Lodger,2
A Luck Smiths Holper,1
A M,1
A M I C E Engineer and Architect to the earl of ?,1
A M Schoolmaster,1
A M-I P-Solicitor,1
A Machine Boy,2
A Machinist,3
A Magistrate,1
A Maiden Lady Work,1
A Man About his Labourer,1
A Market Man,1
A Mason,1
A Master's Son,1
A Measurer in Domask and Linen Factory,1
A Mesenger,1
A Message Boy,1
A Message boy,1
A Militia Man,1
A Militiaman,1
A Milker and Assistant,1
A Milker and Creamery Boy,1
A Mill Doffer,1
A Mill Labourer,1
A Mill Worker,2
A Miller,1
A Miller in the Mill,1
A Milliner,1
A Millinery Sh,1
A Molder,1
A Moulder,1
A National School Teacher,1
A Navvy Labourer,1
A Navy Pensioner,1
"A Needle Work ""Chequer"" or Examiner in Wareroom",1
A Netter,1
A News Paper Seller,1
A None Occupied by Self Annuity Interest Dividends No Occupation,1
A Nun,42
A Nurse,4
A P Boiler Maker,1
A P Carpenter,1
A P Painter,1
A P. Dressmaker,1
A P. Machine Printer,1
A Packer in the Government Stores Haulbowline,2
A Painter,1
A Parish Pricot,1
A Past Labourer,1
A Patient,1
A Penchoner,1
A Pensioned Matron of Workhouse,1
A Pensioner,1
A Pensioner (Army),1
A Pensioner 2and K L K,1
A Pensioner R I R,1
A Pensioner from the American Army,1
A Pensr and Cooper,1
A Person Living Private Having ? Annuity for life,1
A Photograph,1
A Pin Boy,1
A Plasterer,1
A Plate Layer,1
A Ploughman,1
A Police Carry,1
A Poor Dependant,1
A Poor Man Wanting Charity and Lodings,1
A Poor Pauper,1
A Porter,2
A Porter for a Publican,1
A Porter in Drapery Establishment,1
A Post Man,1
A Post and Land Agents,1
A Postman,1
A Postmestress,1
A Poultry Feeding,1
A Prentice Ship Reviter,1
A Preparer,1
A Preparer in Mill,1
A Printer,1
A Printer Upholstress,1
A Private Militar,1
A Publican,1
A Quay Labour Unemployed,1
A R,1
A R Postman,1
A Railway Labourer,2
A Railway Porter,1
A Realler,2
A Reeler,1
A Reeler in Mill (Linen),1
A Reeller Flax,1
A Religions,16
A Religions of the Order of Mercy,1
A Religious,2
A Retired Agricultural Labourer,1
A Retired Clergyman of the Church of England,1
A Retired Dealer,1
A Retired Farmer,7
A Retired Farmer and J.P,1
A Retired Merchant,1
A Road Man,1
A Roman Catholic C.C.,1
A Ruler in Mill,1
A Rural Postman,2
A S C and T Post Office,1
A S Gardener,1
A S?other,1
A Sailar,3
A Sailor,1
A Salor,1
A Sawyer,1
A Scholar Son,1
A Scholar at School,8
A Scholars,3
A Schollar,8
A School,27
A School Boy,9
A School Girl,2
A School Pubil,1
A School Scholar,4
